id,experiment_id,is_map,image_url,commons_url,map_ne_lng,map_sw_lng,map_ne_lat,map_sw_lat,map_annotations_count,label,avg_rank,new feature,median_rank,rank_var,avg_normalized_rank,normalized_rank_var,avg_validation_question_correct,avg_rank_validated,rank_validated_var,avg_normalized_rank_validated,normalized_rank_validated_var,generation_method,generation_score,article_title_2_text_esa,caption_2_text_esa,locations_2_article_text_esa,max_locations_2_article_text_esa,avg_locations_2_article_text_esa,median_locations_2_article_text_esa,max_article_title_2_article_text_esa,avg_article_title_2_article_text_esa,median_article_title_2_article_text_esa
40,40-13,0,https://upload.wikimedia.org/wikipedia/commons/f/f9/Enso-global-temp-anomalies.png,https://commons.wikimedia.org/wiki/File:Enso-global-temp-anomalies.png,,,,,,1,2,0,2,0.5,0.666666667,0.055555556,0.75,2,0.666666667,2,0.666666667,all,0.055875103,0.849817909,0.663600572,,,,,0.930967484,0.645319108,0.655164112
33,33-13,0,https://upload.wikimedia.org/wikipedia/commons/a/a2/Georgia_counties_and_cities_with_sexual_orientation_and_gender_identity_protection.svg,https://commons.wikimedia.org/wiki/File:Georgia_counties_and_cities_with_sexual_orientation_and_gender_identity_protection.svg,,,,,,1,2,0,2,0.5,0.666666667,0.055555556,1,2,0.5,2,0.5,all,0.60339,0.939604531,0.99281924,,,,,0.939604531,0.939604531,0.939604531
33,33-7,0,https://upload.wikimedia.org/wikipedia/commons/3/3c/LGBT_employment_discrimination_law_in_the_United_States.svg,https://commons.wikimedia.org/wiki/File:LGBT_employment_discrimination_law_in_the_United_States.svg,,,,,,1,2,0,2,0.5,0.666666667,0.055555556,1,2,0.5,2,0.5,all,0.71463189,0.986285574,0.993909538,,,,,0.990303652,0.982464353,0.981477079
31,31-16,0,https://upload.wikimedia.org/wikipedia/commons/6/60/U.S._Healthcare_Costs_Per_Capita.png,https://commons.wikimedia.org/wiki/File:U.S._Healthcare_Costs_Per_Capita.png,,,,,,1,2,0,2,0.5,0.666666667,0.055555556,0.75,2,0.666666667,2,0.666666667,all,0.564448315,0.983939421,0.960764409,,,,,0.983939421,0.962898304,0.966216589
31,31-2,0,https://upload.wikimedia.org/wikipedia/commons/b/b6/U.S._uninsured_in_2007%2C_by_income.JPG,https://commons.wikimedia.org/wiki/File:U.S._uninsured_in_2007%2C_by_income.JPG,,,,,,1,2,0,2,0,0.666666667,0,0.75,2,0,2,0,all,0.815384554,0.984190396,0.977042712,,,,,,,
31,31-0,0,https://upload.wikimedia.org/wikipedia/commons/0/0a/%25NoCareCost.svg,https://commons.wikimedia.org/wiki/File:%25NoCareCost.svg,,,,,,1,2,0,2,0.5,0.666666667,0.055555556,0.75,2,0.666666667,2,0.666666667,all,0.815384554,0.984190396,0.985459087,,,,,,,
33,33-12,0,https://upload.wikimedia.org/wikipedia/commons/7/72/Laws_concerning_gender_identity-expression_by_country_or_territory.svg,https://commons.wikimedia.org/wiki/File:Laws_concerning_gender_identity-expression_by_country_or_territory.svg,,,,,,1,2,0,2,0.5,0.666666667,0.055555556,1,2,0.5,2,0.5,all,0.612425524,0.985133279,0.986997652,,,,,0.985133279,0.951187407,0.951887423
26,26-8,0,https://upload.wikimedia.org/wikipedia/commons/a/af/Brent_crude_oil_price_1988-2015.svg,https://commons.wikimedia.org/wiki/File:Brent_crude_oil_price_1988-2015.svg,,,,,,1,2,0,2,1,0.666666667,0.111111111,0.75,1.666666667,0.888888889,1.666666667,0.888888889,all,0.815384557,0.990170972,0.995029978,,,,,0.990170972,0.990170972,0.990170972
15,15-9,0,https://upload.wikimedia.org/wikipedia/commons/0/00/Percentage_of_income_allotted_to_pay_for_health_insurance_vs._federal_poverty_level_for_house_and_senate.jpg,https://commons.wikimedia.org/wiki/File:Percentage_of_income_allotted_to_pay_for_health_insurance_vs._federal_poverty_level_for_house_and_senate.jpg,,,,,,1,1.75,0,1.5,0.6875,0.583333333,0.076388889,1,1.75,0.6875,1.75,0.6875,all,0.616529132,0.984512341,0.994858845,,,,,0.984512341,0.984512341,0.984512341
40,40-14,0,https://upload.wikimedia.org/wikipedia/commons/3/3c/Evidence_CO2.jpg,https://commons.wikimedia.org/wiki/File:Evidence_CO2.jpg,,,,,,1,1.75,0,2,1.1875,0.583333333,0.131944444,0.75,1.333333333,0.888888889,1.333333333,0.888888889,all,0.055875103,0.849817909,0.65441421,,,,,0.849817909,0.849817909,0.849817909
26,26-37,0,https://upload.wikimedia.org/wikipedia/commons/2/2f/Oil_Prices_Since_1861.svg,https://commons.wikimedia.org/wiki/File:Oil_Prices_Since_1861.svg,,,,,,1,1.75,0,2,0.1875,0.583333333,0.020833333,0.75,1.666666667,0.222222222,1.666666667,0.222222222,all,0.608128006,0.994776642,0.995040164,,,,,0.994776642,0.800344327,0.9195851
36,36-15,0,https://upload.wikimedia.org/wikipedia/commons/a/a1/Dirtycopperscrap.png,https://commons.wikimedia.org/wiki/File:Dirtycopperscrap.png,,,,,,1,1.75,0,1.5,0.6875,0.583333333,0.076388889,1,1.75,0.6875,1.75,0.6875,all,0.540933381,0.89907681,0.950447546,,,,,0.89907681,0.89907681,0.89907681
40,40-8,0,https://upload.wikimedia.org/wikipedia/commons/8/89/Big_Oil.svg,https://commons.wikimedia.org/wiki/File:Big_Oil.svg,,,,,,1,1.75,0,2,1.1875,0.583333333,0.131944444,0.75,1.333333333,0.888888889,1.333333333,0.888888889,all,0.068611339,0.817960486,0.891754603,,,,,0.817960486,0.615257315,0.649594675
31,31-20,0,https://upload.wikimedia.org/wikipedia/commons/e/ee/ACA_Medicaid_expansion_by_state.svg,https://commons.wikimedia.org/wiki/File:ACA_Medicaid_expansion_by_state.svg,,,,,,1,1.75,0,2,1.1875,0.583333333,0.131944444,0.75,2.333333333,0.222222222,2.333333333,0.222222222,all,0.563200754,0.968393627,0.951093396,,,,,0.975059927,0.873682672,0.953109409
26,26-40,0,https://upload.wikimedia.org/wikipedia/commons/c/c5/US_Oil_Production_and_Imports_1920_to_2005.png,https://commons.wikimedia.org/wiki/File:US_Oil_Production_and_Imports_1920_to_2005.png,,,,,,1,1.75,0,2,0.1875,0.583333333,0.020833333,0.75,1.666666667,0.222222222,1.666666667,0.222222222,all,0.608128006,0.994776642,0.989924753,,,,,0.994776642,0.994776642,0.994776642
31,31-11,0,https://upload.wikimedia.org/wikipedia/commons/e/ee/ACA_health_insurance_exchanges_by_state.svg,https://commons.wikimedia.org/wiki/File:ACA_health_insurance_exchanges_by_state.svg,,,,,,1,1.75,0,1.5,0.6875,0.583333333,0.076388889,0.75,1.666666667,0.888888889,1.666666667,0.888888889,all,0.571865343,0.975059927,0.978098607,,,,,0.975059927,0.815636775,0.950599893
22,22-8,0,https://upload.wikimedia.org/wikipedia/commons/e/ee/ACA_Medicaid_expansion_by_state.svg,https://commons.wikimedia.org/wiki/File:ACA_Medicaid_expansion_by_state.svg,,,,,,1,1.75,0,2,1.6875,0.583333333,0.1875,0.75,1.333333333,1.555555556,1.333333333,1.555555556,all,0.303365103,0.985096127,0.974032113,,,,,0.985096127,0.898049366,0.978726044
26,26-42,0,https://upload.wikimedia.org/wikipedia/commons/e/e3/Oil_Reserves.png,https://commons.wikimedia.org/wiki/File:Oil_Reserves.png,,,,,,1,1.75,0,1.5,0.6875,0.583333333,0.076388889,0.75,1.333333333,0.222222222,1.333333333,0.222222222,all,0.242201239,0.95425335,0.991752668,,,,,0.986013615,0.958496939,0.977059972
31,31-18,0,https://upload.wikimedia.org/wikipedia/commons/9/9a/US_Health_Insurance_Premiums_for_Families_-_1999_to_2014.png,https://commons.wikimedia.org/wiki/File:US_Health_Insurance_Premiums_for_Families_-_1999_to_2014.png,,,,,,1,1.75,0,1.5,0.6875,0.583333333,0.076388889,0.75,2,0.666666667,2,0.666666667,all,0.564448315,0.983939421,0.994925557,,,,,0.983939421,0.967269657,0.967269657
2,2/4/16,0,https://upload.wikimedia.org/wikipedia/commons/6/63/Pornography_laws.svg,https://commons.wikimedia.org/wiki/File:Pornography_laws.svg,,,,,,0,1.5,0,1.5,0.916666667,0.5,0.101851852,1,1.5,0.916666667,1.5,0.916666667,all,0.326422837,0.974577413,0.976923287,,,,,0.974577413,0.95839442,0.96675766
40,40-18,0,https://upload.wikimedia.org/wikipedia/commons/b/bb/Radiative-forcings.svg,https://commons.wikimedia.org/wiki/File:Radiative-forcings.svg,,,,,,0,1.5,0,1.5,0.25,0.5,0.027777778,0.75,1.666666667,0.222222222,1.666666667,0.222222222,all,0.055875103,0.849817909,0.796183025,,,,,0.85699168,0.635238623,0.611357919
26,26-46,0,https://upload.wikimedia.org/wikipedia/commons/8/83/Oil_and_Gas_Infrastructure_Persian_Gulf_%28large%29.gif,https://commons.wikimedia.org/wiki/File:Oil_and_Gas_Infrastructure_Persian_Gulf_%28large%29.gif,,,,,,0,1.5,0,1,0.75,0.5,0.083333333,0.75,1,0,1,0,all,0.082137617,0.933959656,0.98739705,,,,,,,
40,40-12,0,https://upload.wikimedia.org/wikipedia/commons/2/2b/Energy_change_inventory%2C_1971-2010.svg,https://commons.wikimedia.org/wiki/File:Energy_change_inventory%2C_1971-2010.svg,,,,,,0,1.5,0,1,0.75,0.5,0.083333333,0.75,1,0,1,0,all,0.055875103,0.849817909,0.902586697,,,,,,,
15,15-10,0,https://upload.wikimedia.org/wikipedia/commons/8/80/Total_health_expenditure_per_capita%2C_US_Dollars_PPP.png,https://commons.wikimedia.org/wiki/File:Total_health_expenditure_per_capita%2C_US_Dollars_PPP.png,,,,,,0,1.5,0,1,0.75,0.5,0.083333333,1,1.5,0.75,1.5,0.75,all,0.616529132,0.984512341,0.977744242,,,,,,,
36,36-14,0,https://upload.wikimedia.org/wikipedia/commons/f/f0/Dirtyaluminiumscrap.png,https://commons.wikimedia.org/wiki/File:Dirtyaluminiumscrap.png,,,,,,0,1.5,0,1.5,0.25,0.5,0.027777778,1,1.5,0.25,1.5,0.25,all,0.540933381,0.89907681,0.882070227,,,,,0.89907681,0.89907681,0.89907681
37,37-9,0,https://upload.wikimedia.org/wikipedia/commons/a/aa/2000_Republican_Primary_Results.svg,https://commons.wikimedia.org/wiki/File:2000_Republican_Primary_Results.svg,,,,,,0,1.5,0,1.5,1.25,0.5,0.138888889,0.75,1,0.666666667,1,0.666666667,all,0.65346611,0.993576462,0.994787718,,,,,0.993576462,0.987892423,0.991700829
31,31-17,0,https://upload.wikimedia.org/wikipedia/commons/0/0b/U.S._National_Healthcare_Expenditures_-_Annual_Percent_Change.png,https://commons.wikimedia.org/wiki/File:U.S._National_Healthcare_Expenditures_-_Annual_Percent_Change.png,,,,,,0,1.5,0,1.5,1.25,0.5,0.138888889,0.75,1.666666667,1.555555556,1.666666667,1.555555556,all,0.564448315,0.983939421,0.984368748,,,,,0.983939421,0.966918635,0.966216589
36,36-20,0,https://upload.wikimedia.org/wikipedia/commons/9/9d/Acer_E360_Socket_939_motherboard_by_Foxconn.svg,https://commons.wikimedia.org/wiki/File:Acer_E360_Socket_939_motherboard_by_Foxconn.svg,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,1,1.25,0.6875,1.25,0.6875,all,0.029673376,0.853470109,0.946093737,,,,,0.853470109,0.853470109,0.853470109
16,16-9,0,https://upload.wikimedia.org/wikipedia/commons/d/dc/Homicide_Rate.png,https://commons.wikimedia.org/wiki/File:Homicide_Rate.png,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,1,1.25,0.6875,1.25,0.6875,all,0.233211558,0.919854497,0.524256644,,,,,0.919854497,0.919854497,0.919854497
16,16-10,0,https://upload.wikimedia.org/wikipedia/commons/c/c9/Map_of_world_by_intentional_homicide_rate.svg,https://commons.wikimedia.org/wiki/File:Map_of_world_by_intentional_homicide_rate.svg,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,1,1.25,0.6875,1.25,0.6875,all,0.233211558,0.919854497,0.825845859,,,,,0.919854497,0.829995182,0.829995182
26,26-57,0,https://upload.wikimedia.org/wikipedia/commons/9/9e/Iranoilandgas.jpg,https://commons.wikimedia.org/wiki/File:Iranoilandgas.jpg,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,0.75,1.333333333,0.888888889,1.333333333,0.888888889,all,0.024328774,0.844343757,0.995040286,,,,,0.984433093,0.937391505,0.951440777
26,26-36,0,https://upload.wikimedia.org/wikipedia/commons/c/c8/2006SaudiArabian_exports.PNG,https://commons.wikimedia.org/wiki/File:2006SaudiArabian_exports.PNG,,,,,,0,1.25,0,1,0.1875,0.416666667,0.020833333,0.75,1.333333333,0.222222222,1.333333333,0.222222222,all,0.610517061,0.976963708,0.983765606,,,,,0.976963708,0.976963708,0.976963708
22,22-6,0,https://upload.wikimedia.org/wikipedia/commons/8/80/Total_health_expenditure_per_capita%2C_US_Dollars_PPP.png,https://commons.wikimedia.org/wiki/File:Total_health_expenditure_per_capita%2C_US_Dollars_PPP.png,,,,,,0,1.25,0,1,1.1875,0.416666667,0.131944444,0.75,1.666666667,0.888888889,1.666666667,0.888888889,all,0.800100772,0.977612938,0.988421699,,,,,,,
26,26-54,0,https://upload.wikimedia.org/wikipedia/commons/3/34/IRAN-GDP-real-growth.jpg,https://commons.wikimedia.org/wiki/File:IRAN-GDP-real-growth.jpg,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,0.75,1,0.666666667,1,0.666666667,all,0.024328774,0.844343757,0.995151145,,,,,0.92640861,0.895360275,0.915328457
40,40-17,0,https://upload.wikimedia.org/wikipedia/commons/5/54/Projections_of_global_mean_sea_level_rise_by_Parris_et_al._%282012%29.png,https://commons.wikimedia.org/wiki/File:Projections_of_global_mean_sea_level_rise_by_Parris_et_al._%282012%29.png,,,,,,0,1.25,0,1,1.1875,0.416666667,0.131944444,0.75,0.666666667,0.222222222,0.666666667,0.222222222,all,0.055875103,0.849817909,0.900109466,,,,,,,
40,40-15,0,https://upload.wikimedia.org/wikipedia/commons/e/e5/Glacier_Mass_Balance.png,https://commons.wikimedia.org/wiki/File:Glacier_Mass_Balance.png,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,0.75,1,0.666666667,1,0.666666667,all,0.055875103,0.849817909,0.713320634,,,,,0.849817909,0.559953763,0.564001844
40,40-10,0,https://upload.wikimedia.org/wikipedia/commons/5/5c/6m_Sea_Level_Rise.jpg,https://commons.wikimedia.org/wiki/File:6m_Sea_Level_Rise.jpg,,,,,,0,1.25,0,1,1.6875,0.416666667,0.1875,0.75,0.666666667,0.888888889,0.666666667,0.888888889,all,0.055875103,0.849817909,0.438738323,,,,,0.886232381,0.643298781,0.652975297
15,15-6,0,https://upload.wikimedia.org/wikipedia/commons/e/e4/Changes_in_Coverage_Health_Care_Bills.png,https://commons.wikimedia.org/wiki/File:Changes_in_Coverage_Health_Care_Bills.png,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,1,1.25,0.6875,1.25,0.6875,all,0.616529132,0.984512341,0.95627467,,,,,0.984512341,0.984512341,0.984512341
36,36-16,0,https://upload.wikimedia.org/wikipedia/commons/b/bd/Dirtycopperwholescrap.png,https://commons.wikimedia.org/wiki/File:Dirtycopperwholescrap.png,,,,,,0,1.25,0,1,0.1875,0.416666667,0.020833333,1,1.25,0.1875,1.25,0.1875,all,0.540933381,0.89907681,0.950026718,,,,,0.89907681,0.89907681,0.89907681
37,37-12,0,https://upload.wikimedia.org/wikipedia/commons/c/c0/2004prescountymap2.PNG,https://commons.wikimedia.org/wiki/File:2004prescountymap2.PNG,,,,,,0,1.25,0,1,1.6875,0.416666667,0.1875,0.75,0.666666667,0.888888889,0.666666667,0.888888889,all,0.333958404,0.915113139,0.910041463,,,,,0.978617979,0.946865559,0.946865559
31,31-23,0,https://upload.wikimedia.org/wikipedia/commons/6/64/Health_spending_vs_physicians_oecd_2008.png,https://commons.wikimedia.org/wiki/File:Health_spending_vs_physicians_oecd_2008.png,,,,,,0,1.25,0,1,1.1875,0.416666667,0.131944444,0.75,0.666666667,0.222222222,0.666666667,0.222222222,all,0.066484709,0.902107748,0.985378812,,,,,0.902107748,0.902107748,0.902107748
32,32-4,0,https://upload.wikimedia.org/wikipedia/commons/5/53/Personal_computers_%28million%29_ITU.png,https://commons.wikimedia.org/wiki/File:Personal_computers_%28million%29_ITU.png,,,,,,0,1.25,0,1,1.6875,0.416666667,0.1875,1,1.25,1.6875,1.25,1.6875,all,0.178815179,0.802748569,0.94824417,,,,,,,
38,38-8,0,https://upload.wikimedia.org/wikipedia/commons/d/df/US_Court_of_Appeals_and_District_Court_map.svg,https://commons.wikimedia.org/wiki/File:US_Court_of_Appeals_and_District_Court_map.svg,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,1,1.25,0.6875,1.25,0.6875,all,0.048519588,0.953425917,0.948415954,,,,,0.97740956,0.822270834,0.832673088
23,23-11,0,https://upload.wikimedia.org/wikipedia/commons/9/92/Map_of_Sendai_Earthquake_2011.jpg,https://commons.wikimedia.org/wiki/File:Map_of_Sendai_Earthquake_2011.jpg,,,,,,0,1.25,0,1,1.1875,0.416666667,0.131944444,1,1.25,1.1875,1.25,1.1875,all,0.016077076,0.914669274,0.916022262,,,,,0.914669274,0.914669274,0.914669274
26,26-26,0,https://upload.wikimedia.org/wikipedia/commons/1/1e/WTI_price_96_09.PNG,https://commons.wikimedia.org/wiki/File:WTI_price_96_09.PNG,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,0.75,1,0.666666667,1,0.666666667,all,0.758149966,0.9766291,0.994972393,,,,,0.982588695,0.978775007,0.977107225
26,26-43,0,https://upload.wikimedia.org/wikipedia/commons/1/19/Total_World_Oil_Reserves.PNG,https://commons.wikimedia.org/wiki/File:Total_World_Oil_Reserves.PNG,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,0.75,1,0.666666667,1,0.666666667,all,0.242201239,0.95425335,0.988398209,,,,,0.988009661,0.976092209,0.986013615
22,22-12,0,https://upload.wikimedia.org/wikipedia/commons/8/8b/Health_systems_comparison_OECD_2008.png,https://commons.wikimedia.org/wiki/File:Health_systems_comparison_OECD_2008.png,,,,,,0,1.25,0,1,1.1875,0.416666667,0.131944444,0.75,1.666666667,0.888888889,1.666666667,0.888888889,all,0.03159188,0.966330386,0.993211703,,,,,0.966330386,0.966330386,0.966330386
23,23-15,0,https://upload.wikimedia.org/wikipedia/commons/5/5a/Shindomap_2011-03-11_Tohoku_earthquake.png,https://commons.wikimedia.org/wiki/File:Shindomap_2011-03-11_Tohoku_earthquake.png,,,,,,0,1.25,0,1.5,0.6875,0.416666667,0.076388889,1,1.25,0.6875,1.25,0.6875,all,0.016077076,0.914669274,0.793581243,,,,,0.914669274,0.914669274,0.914669274
17,17-0,0,https://upload.wikimedia.org/wikipedia/commons/f/fa/Share_of_Federal_Revenue_from_Different_Tax_Sources_%28Individual%2C_Payroll%2C_and_Corporate%29_1950_-_2010.gif,https://commons.wikimedia.org/wiki/File:Share_of_Federal_Revenue_from_Different_Tax_Sources_%28Individual%2C_Payroll%2C_and_Corporate%29_1950_-_2010.gif,,,,,,0,1,0,1,1,0.333333333,0.111111111,1,1,1,1,1,all,0.815384554,0.985334139,0.991483284,,,,,,,
27,27-11,0,https://upload.wikimedia.org/wikipedia/commons/a/a2/World_same-sex_adoption_laws.svg,https://commons.wikimedia.org/wiki/File:World_same-sex_adoption_laws.svg,,,,,,0,1,0,0.5,1.5,0.333333333,0.166666667,0.25,3,0,3,0,all,0.041610349,0.837676206,0.880702618,,,,,0.849106365,0.696482138,0.772633545
36,36-17,0,https://upload.wikimedia.org/wikipedia/commons/e/ee/Dirtyferrousscrap.png,https://commons.wikimedia.org/wiki/File:Dirtyferrousscrap.png,,,,,,0,1,0,1,1,0.333333333,0.111111111,1,1,1,1,1,all,0.540933381,0.89907681,0.911550608,,,,,0.89907681,0.89907681,0.89907681
15,15-12,0,https://upload.wikimedia.org/wikipedia/commons/4/4d/U.S._Uninsured_and_Uninsured_Rate_%281987_to_2008%29.JPG,https://commons.wikimedia.org/wiki/File:U.S._Uninsured_and_Uninsured_Rate_%281987_to_2008%29.JPG,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,1,1,0.5,1,0.5,all,0.583071997,0.977937289,0.974172166,,,,,,,
17,17-15,0,https://upload.wikimedia.org/wikipedia/commons/8/8c/Average_US_Federal_Tax_Rates_1979_to_2013.png,https://commons.wikimedia.org/wiki/File:Average_US_Federal_Tax_Rates_1979_to_2013.png,,,,,,0,1,0,1,1,0.333333333,0.111111111,1,1,1,1,1,all,0.366538723,0.986368778,0.995157218,,,,,0.987020399,0.966436295,0.97620176
17,17-14,0,https://upload.wikimedia.org/wikipedia/commons/3/3e/U.S._Federal_Income_Tax_Rates_2013.png,https://commons.wikimedia.org/wiki/File:U.S._Federal_Income_Tax_Rates_2013.png,,,,,,0,1,0,1,1,0.333333333,0.111111111,1,1,1,1,1,all,0.375372906,0.978370474,0.994841561,,,,,0.978370474,0.978370474,0.978370474
2,2/5/16,0,https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png,https://commons.wikimedia.org/wiki/File:XXX_P_icon.png,,,,,,0,1,0,1,1,0.333333333,0.111111111,1,1,1,1,1,all,0.326422837,0.974577413,0.855521842,,,,,0.974577413,0.974577413,0.974577413
16,16-8,0,https://upload.wikimedia.org/wikipedia/commons/7/70/Historical_homicide_rate_in_Stockholm.svg,https://commons.wikimedia.org/wiki/File:Historical_homicide_rate_in_Stockholm.svg,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,1,1,0.5,1,0.5,all,0.233211558,0.919854497,0.834587943,,,,,0.919854497,0.919854497,0.919854497
36,36-18,0,https://upload.wikimedia.org/wikipedia/commons/e/e7/Button_cells_and_9v_cells_%283%29.png,https://commons.wikimedia.org/wiki/File:Button_cells_and_9v_cells_%283%29.png,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,1,1,0.5,1,0.5,all,0.505805665,0.950178277,0.977982919,,,,,,,
33,33-15,0,https://upload.wikimedia.org/wikipedia/commons/3/3e/US_gender_pay_gap%2C_by_sex%2C_race-ethnicity-2009.png,https://commons.wikimedia.org/wiki/File:US_gender_pay_gap%2C_by_sex%2C_race-ethnicity-2009.png,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,1,1,0.5,1,0.5,all,0.05644376,0.860885845,0.97649973,,,,,,,
17,17-2,0,https://upload.wikimedia.org/wikipedia/commons/2/25/US_states_by_federal_tax_revenue_per_capita.svg,https://commons.wikimedia.org/wiki/File:US_states_by_federal_tax_revenue_per_capita.svg,,,,,,0,1,0,0.5,1.5,0.333333333,0.166666667,1,1,1.5,1,1.5,all,0.815384554,0.985334139,0.990246406,,,,,0.985334139,0.985334139,0.985334139
40,40-19,0,https://upload.wikimedia.org/wikipedia/commons/6/64/Stabilizing_the_atmospheric_concentration_of_carbon_dioxide_at_a_constant_level_would_require_emissions_to_be_effectively_eliminated_%28vertical%29.png,https://commons.wikimedia.org/wiki/File:Stabilizing_the_atmospheric_concentration_of_carbon_dioxide_at_a_constant_level_would_require_emissions_to_be_effectively_eliminated_%28vertical%29.png,,,,,,0,1,0,1,0,0.333333333,0,0.75,1,0,1,0,all,0.055875103,0.849817909,0.925660103,,,,,,,
